metrics_json,fold,seed,lambda,feature_backend,input_role,eligible_for_cv_aggregation,leakage_audit_ok,manifest_sha_verified,softmax_reproduction_passed,confusion_matrices_json,raw_softmax_macro_f1,raw_softmax_top1_acc,raw_softmax_top2_acc,raw_softmax_ece,raw_softmax_brier,raw_softmax_nll,calibrated_softmax_macro_f1,calibrated_softmax_top1_acc,calibrated_softmax_top2_acc,calibrated_softmax_ece,calibrated_softmax_brier,calibrated_softmax_nll,prototype_macro_f1,prototype_top1_acc,prototype_top2_acc,prototype_ece,prototype_brier,prototype_nll,hierarchical_macro_f1,hierarchical_top1_acc,hierarchical_top2_acc,hierarchical_ece,hierarchical_brier,hierarchical_nll,fused_macro_f1,fused_top1_acc,fused_top2_acc,fused_ece,fused_brier,fused_nll
reports\prototype_cv5_exact_w05_fold2_seed42\evaluation\metrics.json,2,42,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold2_seed42\evaluation\confusion_matrices.json,0.9464209780297661,0.9464285714285714,1.0,0.027143396082378583,0.07509344816207886,0.1262502670288086,0.9464209780297661,0.9464285714285714,1.0,0.025192238745235268,0.07754646986722946,0.13710252940654755,0.9464209780297661,0.9464285714285714,1.0,0.022303147330170622,0.07469435036182404,0.12739157676696777,0.9464209780297661,0.9464285714285714,1.0,0.023099017285165287,0.07403868436813354,0.12774360179901123,0.9464209780297661,0.9464285714285714,1.0,0.025192238745235268,0.07754646986722946,0.13710252940654755
reports\prototype_cv5_exact_w05_fold2_seed123\evaluation\metrics.json,2,123,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold2_seed123\evaluation\confusion_matrices.json,0.9523809523809523,0.9523809523809523,1.0,0.03705257709537238,0.08196054399013519,0.142385333776474,0.9523809523809523,0.9523809523809523,1.0,0.03705257709537238,0.08196054399013519,0.1423853486776352,0.9523809523809523,0.9523809523809523,1.0,0.016253150999546054,0.07806798070669174,0.13007429242134094,0.9523809523809523,0.9523809523809523,1.0,0.02656411166701995,0.07898350805044174,0.13080766797065735,0.9523809523809523,0.9523809523809523,1.0,0.034278283161776425,0.08095058053731918,0.13733665645122528
reports\prototype_cv5_exact_w05_fold2_seed777\evaluation\metrics.json,2,777,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold2_seed777\evaluation\confusion_matrices.json,0.9583274273564847,0.9583333333333334,1.0,0.02114972188359214,0.07182522118091583,0.11767736822366714,0.9583274273564847,0.9583333333333334,1.0,0.02114972188359214,0.07182522118091583,0.11767736822366714,0.9523809523809523,0.9523809523809523,1.0,0.02212539599055336,0.07479072362184525,0.1267549991607666,0.9583274273564847,0.9583333333333334,1.0,0.03942497429393586,0.07662232965230942,0.150471493601799,0.9583274273564847,0.9583333333333334,1.0,0.02114972188359214,0.07182522118091583,0.11767736822366714
reports\prototype_cv5_exact_w05_fold2_seed2024\evaluation\metrics.json,2,2024,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold2_seed2024\evaluation\confusion_matrices.json,0.9523539421440725,0.9523809523809523,1.0,0.02086323002974191,0.07052329182624817,0.12388399988412857,0.9523539421440725,0.9523809523809523,1.0,0.02086323144890012,0.07052329182624817,0.12388399988412857,0.9583274273564847,0.9583333333333334,1.0,0.023656783714180854,0.0688459724187851,0.12027338892221451,0.9583274273564847,0.9583333333333334,1.0,0.03857460582540144,0.07912140339612961,0.2274572104215622,0.9523539421440725,0.9523809523809523,1.0,0.02086323144890012,0.07052329182624817,0.12388399988412857
reports\prototype_cv5_exact_w05_fold2_seed3407\evaluation\metrics.json,2,3407,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold2_seed3407\evaluation\confusion_matrices.json,0.9582801191996594,0.9583333333333334,1.0,0.02916644797438669,0.07640931755304337,0.1312766820192337,0.9582801191996594,0.9583333333333334,1.0,0.03781553783587051,0.0767231360077858,0.14226630330085754,0.9583274273564847,0.9583333333333334,1.0,0.038478392930257864,0.07505892217159271,0.13687078654766083,0.9583274273564847,0.9583333333333334,1.0,0.030051241318384762,0.07422608137130737,0.13161616027355194,0.9642654566080544,0.9642857142857143,1.0,0.04067233098404744,0.0753762274980545,0.1381048858165741
reports\prototype_cv5_exact_w05_fold3_seed42\evaluation\metrics.json,3,42,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold3_seed42\evaluation\confusion_matrices.json,0.9462380884653676,0.9464285714285714,1.0,0.030483536422252645,0.08619878441095352,0.15550567209720612,0.9462380884653676,0.9464285714285714,1.0,0.03675770653145649,0.08598563820123672,0.16702666878700256,0.9404761904761905,0.9404761904761905,1.0,0.01848987489938738,0.08568943291902542,0.15589630603790283,0.9404424276800907,0.9404761904761905,1.0,0.02534811234190354,0.08329149335622787,0.1492854803800583,0.9522727272727273,0.9523809523809523,1.0,0.03204854826132452,0.08347799628973007,0.1563151478767395
reports\prototype_cv5_exact_w05_fold3_seed123\evaluation\metrics.json,3,123,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold3_seed123\evaluation\confusion_matrices.json,0.9581851799175082,0.9583333333333334,1.0,0.029221159716447186,0.08039990812540054,0.14081497490406036,0.9581851799175082,0.9583333333333334,1.0,0.03697263236556734,0.081118144094944,0.15198352932929993,0.9582801191996594,0.9583333333333334,1.0,0.03428522603852405,0.08033128082752228,0.14631345868110657,0.9582801191996594,0.9583333333333334,1.0,0.026947704099473474,0.07591842114925385,0.13557763397693634,0.9581851799175082,0.9583333333333334,1.0,0.03697263236556734,0.081118144094944,0.15198352932929993
reports\prototype_cv5_exact_w05_fold3_seed777\evaluation\metrics.json,3,777,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold3_seed777\evaluation\confusion_matrices.json,0.9521367521367521,0.9523809523809523,1.0,0.020577914303257366,0.07422973215579987,0.12690302729606628,0.9521367521367521,0.9523809523809523,1.0,0.02057791004578274,0.07422973215579987,0.12690302729606628,0.9582801191996594,0.9583333333333334,1.0,0.024158349349385252,0.07266204804182053,0.12553228437900543,0.9523539421440725,0.9523809523809523,1.0,0.016309624981312488,0.06719344854354858,0.11742405593395233,0.9521367521367521,0.9523809523809523,1.0,0.02057791004578274,0.07422973215579987,0.12690302729606628
reports\prototype_cv5_exact_w05_fold3_seed2024\evaluation\metrics.json,3,2024,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold3_seed2024\evaluation\confusion_matrices.json,0.9523539421440725,0.9523809523809523,1.0,0.02488555617275693,0.06799858063459396,0.1154877319931984,0.9523539421440725,0.9523809523809523,1.0,0.027030179188365068,0.06936141103506088,0.12114841490983963,0.9523539421440725,0.9523809523809523,1.0,0.016004287770816302,0.07357895374298096,0.12534166872501373,0.9523809523809523,0.9523809523809523,1.0,0.03342974860043749,0.06784149259328842,0.12169095128774643,0.9523539421440725,0.9523809523809523,1.0,0.027030179188365068,0.06936141103506088,0.12114841490983963
reports\prototype_cv5_exact_w05_fold3_seed3407\evaluation\metrics.json,3,3407,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold3_seed3407\evaluation\confusion_matrices.json,0.946360153256705,0.9464285714285714,1.0,0.037721824433122386,0.07821989804506302,0.13397590816020966,0.946360153256705,0.9464285714285714,1.0,0.03850611654065905,0.0807868167757988,0.15051278471946716,0.9523539421440725,0.9523809523809523,1.0,0.029956350369112848,0.07970865070819855,0.1350506991147995,0.9523539421440725,0.9523809523809523,1.0,0.03366103413559141,0.08189388364553452,0.14986245334148407,0.946360153256705,0.9464285714285714,1.0,0.03850611654065905,0.0807868167757988,0.15051278471946716
reports\prototype_cv5_exact_w05_fold4_seed42\evaluation\metrics.json,4,42,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold4_seed42\evaluation\confusion_matrices.json,0.9702338766832035,0.9702380952380952,1.0,0.028589569741771338,0.04693848267197609,0.0825258418917656,0.9702338766832035,0.9702380952380952,1.0,0.02233439187208807,0.04996105656027794,0.07886555790901184,0.9702338766832035,0.9702380952380952,1.0,0.020456155850773816,0.04841060936450958,0.08313402533531189,0.9702338766832035,0.9702380952380952,1.0,0.006991068167345819,0.04484124854207039,0.07888724654912949,0.9702338766832035,0.9702380952380952,1.0,0.02233439187208807,0.04996105656027794,0.07886555790901184
reports\prototype_cv5_exact_w05_fold4_seed123\evaluation\metrics.json,4,123,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold4_seed123\evaluation\confusion_matrices.json,0.9642857142857144,0.9642857142857143,1.0,0.025959733696210956,0.05460522323846817,0.09440290182828903,0.9642857142857144,0.9642857142857143,1.0,0.012207004995573095,0.05428384989500046,0.08705855906009674,0.9642654566080544,0.9642857142857143,1.0,0.028733842784450167,0.052938949316740036,0.08751867711544037,0.9642654566080544,0.9642857142857143,1.0,0.021991223096847496,0.052595727145671844,0.08814096450805664,0.9642857142857144,0.9642857142857143,1.0,0.012207004995573095,0.05428384989500046,0.08705855906009674
reports\prototype_cv5_exact_w05_fold4_seed777\evaluation\metrics.json,4,777,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold4_seed777\evaluation\confusion_matrices.json,0.9701322713696487,0.9702380952380952,1.0,0.015069418719836606,0.04950180649757385,0.0843585655093193,0.9701322713696487,0.9702380952380952,1.0,0.015069418010257503,0.04950180649757385,0.0843585655093193,0.9642857142857144,0.9642857142857143,1.0,0.025772217838537125,0.04191843792796135,0.06487434357404709,0.9761769710720363,0.9761904761904762,1.0,0.01752826642422447,0.04102226719260216,0.06406334787607193,0.9701322713696487,0.9702380952380952,1.0,0.015069418010257503,0.04950180649757385,0.0843585655093193
reports\prototype_cv5_exact_w05_fold4_seed2024\evaluation\metrics.json,4,2024,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold4_seed2024\evaluation\confusion_matrices.json,0.9642654566080544,0.9642857142857143,1.0,0.012241206708408567,0.04521259292960167,0.07885898649692535,0.9642654566080544,0.9642857142857143,1.0,0.015030753044855055,0.04682113602757454,0.08064614236354828,0.9761769710720363,0.9761904761904762,1.0,0.014083922618911348,0.03955388814210892,0.0771302580833435,0.9761769710720363,0.9761904761904762,1.0,0.01879832467862539,0.04123435169458389,0.08306266367435455,0.9642654566080544,0.9642857142857143,1.0,0.015030753044855055,0.04682113602757454,0.08064614236354828
reports\prototype_cv5_exact_w05_fold4_seed3407\evaluation\metrics.json,4,3407,0.5,training_exact,frozen_test,True,True,True,True,reports\prototype_cv5_exact_w05_fold4_seed3407\evaluation\confusion_matrices.json,0.9761769710720363,0.9761904761904762,1.0,0.023411203707967485,0.045379526913166046,0.07281054556369781,0.9761769710720363,0.9761904761904762,1.0,0.02307569732268653,0.04634399712085724,0.07257220894098282,0.9702338766832035,0.9702380952380952,1.0,0.020434848254635204,0.03877841681241989,0.06640146672725677,0.9642654566080544,0.9642857142857143,1.0,0.018981078196139547,0.03771275654435158,0.06711052358150482,0.9702338766832035,0.9702380952380952,1.0,0.011356951225371566,0.04202200844883919,0.06786082684993744
