noise_environment,snr_db,method,labels,confusion_matrix,cough_precision,cough_recall,cough_f1,calm_grunt_precision,calm_grunt_recall,calm_grunt_f1,feeding_precision,feeding_recall,feeding_f1,stress_vocal_precision,stress_vocal_recall,stress_vocal_f1,macro_f1_from_cm,feeding_to_stress,stress_to_feeding,cough_to_calm_grunt,cough_to_feeding,cough_to_stress_vocal,condition_family
ALL_NOISY,GROUP,fused,cough|calm_grunt|feeding|stress_vocal,"[[440, 107, 1, 8902], [0, 9448, 0, 2], [0, 112, 7263, 2075], [2, 21, 613, 8814]]",0.995475113122172,0.04656084656084656,0.08896077638495754,0.9752270850536746,0.9997883597883598,0.9873550005225207,0.9220515424654057,0.7685714285714286,0.838344779823397,0.4453089476077401,0.9326984126984127,0.6028109291112403,0.6293678714605289,2075,613,107,1,8902,all_noisy
ALL_NOISY,GROUP,hierarchical,cough|calm_grunt|feeding|stress_vocal,"[[475, 194, 1, 8780], [0, 9448, 0, 2], [0, 126, 7084, 2240], [2, 30, 495, 8923]]",0.9958071278825996,0.05026455026455026,0.09569859977838219,0.9642784241681976,0.9997883597883598,0.9817123857024107,0.9345646437994723,0.7496296296296296,0.8319436288901938,0.4473802958134871,0.9442328042328042,0.6071100527300561,0.6291161667752607,2240,495,194,1,8780,all_noisy
ALL_NOISY,GROUP,prototype,cough|calm_grunt|feeding|stress_vocal,"[[484, 217, 1, 8748], [0, 9448, 0, 2], [0, 138, 7306, 2006], [2, 32, 606, 8810]]",0.9958847736625515,0.051216931216931216,0.09742351046698873,0.9606507371631927,0.9997883597883598,0.9798288825512056,0.9232907873120182,0.7731216931216931,0.8415596383113517,0.45027087805376675,0.9322751322751323,0.6072511717673007,0.6315158007742117,2006,606,217,1,8748,all_noisy
ALL_NOISY,GROUP,raw_softmax,cough|calm_grunt|feeding|stress_vocal,"[[428, 86, 1, 8935], [0, 9446, 0, 4], [0, 107, 7175, 2168], [0, 18, 616, 8816]]",1.0,0.04529100529100529,0.08665721806033609,0.978150564357461,0.9995767195767196,0.9887475794211547,0.9208162217659137,0.7592592592592593,0.832270038278622,0.44250363901018924,0.9329100529100529,0.6002791679433493,0.6269885009258656,2168,616,86,1,8935,all_noisy
MODERATE_NOISE,GROUP,fused,cough|calm_grunt|feeding|stress_vocal,"[[432, 5, 0, 5863], [0, 6300, 0, 0], [0, 3, 5369, 928], [0, 0, 488, 5812]]",1.0,0.06857142857142857,0.12834224598930483,0.9987317691819911,1.0,0.9993654822335025,0.9166808946559672,0.8522222222222222,0.8832771242905322,0.4611600412600175,0.9225396825396825,0.6149288472729197,0.6564784249465648,928,488,5,0,5863,moderate_noise
MODERATE_NOISE,GROUP,hierarchical,cough|calm_grunt|feeding|stress_vocal,"[[467, 6, 0, 5827], [0, 6300, 0, 0], [0, 2, 5253, 1045], [0, 0, 395, 5905]]",1.0,0.07412698412698412,0.13802275749963056,0.9987317691819911,1.0,0.9993654822335025,0.9300637393767706,0.8338095238095238,0.8793103448275863,0.4621585661735932,0.9373015873015873,0.6190700843948209,0.6589421672388851,1045,395,6,0,5827,moderate_noise
MODERATE_NOISE,GROUP,prototype,cough|calm_grunt|feeding|stress_vocal,"[[475, 9, 0, 5816], [0, 6300, 0, 0], [0, 2, 5373, 925], [0, 0, 484, 5816]]",1.0,0.07539682539682539,0.14022140221402213,0.998257011567105,1.0,0.999127745618904,0.9173638381423938,0.8528571428571429,0.8839351813769846,0.463167954129171,0.9231746031746032,0.6168531579784695,0.6600343717970951,925,484,9,0,5816,moderate_noise
MODERATE_NOISE,GROUP,raw_softmax,cough|calm_grunt|feeding|stress_vocal,"[[423, 0, 0, 5877], [0, 6300, 0, 0], [0, 3, 5314, 983], [0, 0, 494, 5806]]",1.0,0.06714285714285714,0.12583668005354753,0.9995240361732508,1.0,0.999761961437753,0.9149449035812672,0.8434920634920635,0.8777667657746944,0.45839254697615667,0.9215873015873016,0.6122535062743858,0.6539047283850952,983,494,0,0,5877,moderate_noise
EXTREME_STRESS,GROUP,fused,cough|calm_grunt|feeding|stress_vocal,"[[8, 102, 1, 3039], [0, 3148, 0, 2], [0, 109, 1894, 1147], [2, 21, 125, 3002]]",0.8,0.0025396825396825397,0.005063291139240506,0.9313609467455621,0.9993650793650793,0.9641653905053598,0.9376237623762376,0.6012698412698413,0.732688588007737,0.41752433936022254,0.953015873015873,0.5806576402321083,0.5706437274711114,1147,125,102,1,3039,extreme simulated-noise stress condition
EXTREME_STRESS,GROUP,hierarchical,cough|calm_grunt|feeding|stress_vocal,"[[8, 188, 1, 2953], [0, 3148, 0, 2], [0, 124, 1831, 1195], [2, 30, 100, 3018]]",0.8,0.0025396825396825397,0.005063291139240506,0.9020057306590258,0.9993650793650793,0.9481927710843374,0.9477225672877847,0.5812698412698413,0.720582447855175,0.42103794642857145,0.9580952380952381,0.584997092459779,0.564708900634633,1195,100,188,1,2953,extreme simulated-noise stress condition
EXTREME_STRESS,GROUP,prototype,cough|calm_grunt|feeding|stress_vocal,"[[9, 208, 1, 2932], [0, 3148, 0, 2], [0, 136, 1933, 1081], [2, 32, 122, 2994]]",0.8181818181818182,0.002857142857142857,0.005694400506168934,0.8933030646992054,0.9993650793650793,0.9433623014683847,0.9401750972762646,0.6136507936507937,0.7426046868997311,0.4271650734769582,0.9504761904761905,0.5894280933162712,0.570272370547639,1081,122,208,1,2932,extreme simulated-noise stress condition
EXTREME_STRESS,GROUP,raw_softmax,cough|calm_grunt|feeding|stress_vocal,"[[5, 86, 1, 3058], [0, 3146, 0, 4], [0, 104, 1861, 1185], [0, 18, 122, 3010]]",1.0,0.0015873015873015873,0.003169572107765452,0.937984496124031,0.9987301587301587,0.9674046740467404,0.9380040322580645,0.5907936507936508,0.7249707830151929,0.4147719443296128,0.9555555555555556,0.5784568079177477,0.5685004592718617,1185,122,86,1,3058,extreme simulated-noise stress condition
